story_id,person,type,aliases,sentence_id,text,mention_count,word_count,text_prev,text_next,bert_context,is_primary_in_sentence
2,Person-1,protagonist,['Preacher'],4,The Preacher knew there must be something wrong with his Talk,9,237.0,He suspected that they were Rapping him on the Quiet,He had been trying to Expound in a clear and straightforward Manner omitting Foreign Quotations setting up for illustration of his Points such Historical Characters as were familiar to his Hearers putting the stubby Old English words ahead of the Latin and rather flying low along the Intellectual Plane of the Aggregation that chipped in to pay his Salary,He suspected that they were Rapping him on the Quiet [SEP] The Preacher knew there must be something wrong with his Talk [SEP] He had been trying to Expound in a clear and straightforward Manner omitting Foreign Quotations setting up for illustration of his Points such Historical Characters as were familiar to his Hearers putting the stubby Old English words ahead of the Latin and rather flying low along the Intellectual Plane of the Aggregation that chipped in to pay his Salary,1
2,Person-1,protagonist,['Preacher'],10,On the following Sunday Morning he got up in the Lookout and read a Text that didn't mean anything read from either Direction and then he sized up his Flock with a Dreamy Eye and said We can not more adequately voice the Poetry and Mysticism of our Text than in those familiar Lines of the great Icelandic Poet Ikon Navrojk When the Preacher concluded this Extract from the Well-Known Icelandic Poet he paused and looked downward breathing heavily through his Nose like Camille in the Third Act,9,237.0,He fixed it up Good and Plenty,A Stout Woman in the Front Row put on her Eye-Glasses and leaned forward so as not to miss Anything,He fixed it up Good and Plenty [SEP] On the following Sunday Morning he got up in the Lookout and read a Text that didn't mean anything read from either Direction and then he sized up his Flock with a Dreamy Eye and said We can not more adequately voice the Poetry and Mysticism of our Text than in those familiar Lines of the great Icelandic Poet Ikon Navrojk When the Preacher concluded this Extract from the Well-Known Icelandic Poet he paused and looked downward breathing heavily through his Nose like Camille in the Third Act [SEP] A Stout Woman in the Front Row put on her Eye-Glasses and leaned forward so as not to miss Anything,1
2,Person-1,protagonist,['Preacher'],15,The Preacher wiped his Brow and said he had no Doubt that every one within the Sound of his Voice remembered what Quarolius had said following the same Line of Thought,9,237.0,Members of the Congregation glanced at one another as if to say This is certainly Hot Stuff,It was Quarolius who disputed the Contention of the great Persian Theologian Ramtazuk that the Soul in its reaching out after the Unknowable was guided by the Spiritual Genesis of Motive rather than by mere Impulse of Mentality,Members of the Congregation glanced at one another as if to say This is certainly Hot Stuff [SEP] The Preacher wiped his Brow and said he had no Doubt that every one within the Sound of his Voice remembered what Quarolius had said following the same Line of Thought [SEP] It was Quarolius who disputed the Contention of the great Persian Theologian Ramtazuk that the Soul in its reaching out after the Unknowable was guided by the Spiritual Genesis of Motive rather than by mere Impulse of Mentality,1
2,Person-1,protagonist,['Preacher'],17,The Preacher didn't know what all This meant and he didn't care but you can rest easy that the Pew-Holders were On in a minute,9,237.0,It was Quarolius who disputed the Contention of the great Persian Theologian Ramtazuk that the Soul in its reaching out after the Unknowable was guided by the Spiritual Genesis of Motive rather than by mere Impulse of Mentality,He talked it off in just the Way that Cyrano talks when he gets Roxane so Dizzy that she nearly falls off the Piazza,It was Quarolius who disputed the Contention of the great Persian Theologian Ramtazuk that the Soul in its reaching out after the Unknowable was guided by the Spiritual Genesis of Motive rather than by mere Impulse of Mentality [SEP] The Preacher didn't know what all This meant and he didn't care but you can rest easy that the Pew-Holders were On in a minute [SEP] He talked it off in just the Way that Cyrano talks when he gets Roxane so Dizzy that she nearly falls off the Piazza,1
2,Person-1,protagonist,['Preacher'],22,The Preacher quoted copiously from the Great Poet Amebius,9,237.0,They held on to the Cushions and seemed to be having a Nice Time,He recited 18 lines of Greek and then said How true this is,They held on to the Cushions and seemed to be having a Nice Time [SEP] The Preacher quoted copiously from the Great Poet Amebius [SEP] He recited 18 lines of Greek and then said How true this is,1
2,Person-1,protagonist,['Preacher'],41,In the Meantime the Preacher waited for some one to come and ask about Polenta Amebius Ramtazuk Quarolius and the great Icelandic Poet Navrojk,9,237.0,The only thing that worried the Congregation was the Fear that if it wished to retain such a Whale it might have to boost his Salary,But no one had the Face to step up and confess his Ignorance of these Celebrities,The only thing that worried the Congregation was the Fear that if it wished to retain such a Whale it might have to boost his Salary [SEP] In the Meantime the Preacher waited for some one to come and ask about Polenta Amebius Ramtazuk Quarolius and the great Icelandic Poet Navrojk [SEP] But no one had the Face to step up and confess his Ignorance of these Celebrities,1
2,Person-1,protagonist,['Preacher'],43,The Pew-Holders didn't even admit among themselves that the Preacher had rung in some New Ones,9,237.0,But no one had the Face to step up and confess his Ignorance of these Celebrities,They stood Pat and merely said it was an Elegant Sermon,But no one had the Face to step up and confess his Ignorance of these Celebrities [SEP] The Pew-Holders didn't even admit among themselves that the Preacher had rung in some New Ones [SEP] They stood Pat and merely said it was an Elegant Sermon,1
2,Person-1,protagonist,['Preacher'],45,Perceiving that they would stand for Anything the Preacher knew what to do after that,9,237.0,They stood Pat and merely said it was an Elegant Sermon,MORAL Give the People what they Think they want,They stood Pat and merely said it was an Elegant Sermon [SEP] Perceiving that they would stand for Anything the Preacher knew what to do after that [SEP] MORAL Give the People what they Think they want,1
2,Person-2,neutral,['Parishioners'],2,The Parishioners did not seem inclined to seek him out after Services and tell him he was a Pansy,2,38.0,A certain Preacher became wise to the Fact that he was not making a Hit with his Congregation,He suspected that they were Rapping him on the Quiet,A certain Preacher became wise to the Fact that he was not making a Hit with his Congregation [SEP] The Parishioners did not seem inclined to seek him out after Services and tell him he was a Pansy [SEP] He suspected that they were Rapping him on the Quiet,1
2,Person-2,neutral,['Parishioners'],19,The Parishioners bit their Lower Lips and hungered for more First-Class Language,2,38.0,He talked it off in just the Way that Cyrano talks when he gets Roxane so Dizzy that she nearly falls off the Piazza,They had paid their Money for Tall Talk and were prepared to solve any and all styles of Delivery,He talked it off in just the Way that Cyrano talks when he gets Roxane so Dizzy that she nearly falls off the Piazza [SEP] The Parishioners bit their Lower Lips and hungered for more First-Class Language [SEP] They had paid their Money for Tall Talk and were prepared to solve any and all styles of Delivery,1
2,Person-2,neutral,['Parishioners'],24,And not a Parishioner batted an Eye,2,38.0,He recited 18 lines of Greek and then said How true this is,It was Amebius whose Immortal Lines he recited in order to prove the Extreme Error of the Position assumed in the Controversy by the Famous Italian Polenta,He recited 18 lines of Greek and then said How true this is [SEP] And not a Parishioner batted an Eye [SEP] It was Amebius whose Immortal Lines he recited in order to prove the Extreme Error of the Position assumed in the Controversy by the Famous Italian Polenta,0
2,Person-3,neutral,['Birds'],31,After which he sank his Voice to a Whisper and talked about the Birds and the Flowers,1,17.0,He grabbed a rhetorical Roman Candle in each Hand and you couldn't see him for the Sparks,Then although there was no Cue for him to Weep he shed a few real Tears,He grabbed a rhetorical Roman Candle in each Hand and you couldn't see him for the Sparks [SEP] After which he sank his Voice to a Whisper and talked about the Birds and the Flowers [SEP] Then although there was no Cue for him to Weep he shed a few real Tears,1
2,Person-4,neutral,['Boy'],28,Compared with this Verse all of which was of the same School as the Icelandic Masterpiece the most obscure and clouded Passage in Robert Browning was like a Plate-Glass Front in a State Street Candy Store just after the Colored Boy gets through using the Chamois,1,46.0,When he would get tired of faking Philosophy he would quote from a Celebrated Poet of Ecuador or Tasmania or some other Seaport Town,After that he became Eloquent and began to get rid of long Boston Words that hadn't been used before that Season,When he would get tired of faking Philosophy he would quote from a Celebrated Poet of Ecuador or Tasmania or some other Seaport Town [SEP] Compared with this Verse all of which was of the same School as the Icelandic Masterpiece the most obscure and clouded Passage in Robert Browning was like a Plate-Glass Front in a State Street Candy Store just after the Colored Boy gets through using the Chamois [SEP] After that he became Eloquent and began to get rid of long Boston Words that hadn't been used before that Season,0
2,Person-5,neutral,['Lady'],37,The Stout Lady could not control her Feelings when she told how much the Sermon had helped her,1,18.0,Sure,The venerable Harness Dealer said he wished to indorse the Able and Scholarly Criticism of Polenta,Sure [SEP] The Stout Lady could not control her Feelings when she told how much the Sermon had helped her [SEP] The venerable Harness Dealer said he wished to indorse the Able and Scholarly Criticism of Polenta,1
2,Person-6,neutral,['Minister'],8,So he studied the Situation and decided that if he wanted to Win them and make everybody believe he was a Nobby and Boss Minister he would have to hand out a little Guff,1,34.0,They could Understand everything he said and they began to think he was Common,He fixed it up Good and Plenty,They could Understand everything he said and they began to think he was Common [SEP] So he studied the Situation and decided that if he wanted to Win them and make everybody believe he was a Nobby and Boss Minister he would have to hand out a little Guff [SEP] He fixed it up Good and Plenty,1
2,Person-7,neutral,['Robert Browning'],28,Compared with this Verse all of which was of the same School as the Icelandic Masterpiece the most obscure and clouded Passage in Robert Browning was like a Plate-Glass Front in a State Street Candy Store just after the Colored Boy gets through using the Chamois,1,46.0,When he would get tired of faking Philosophy he would quote from a Celebrated Poet of Ecuador or Tasmania or some other Seaport Town,After that he became Eloquent and began to get rid of long Boston Words that hadn't been used before that Season,When he would get tired of faking Philosophy he would quote from a Celebrated Poet of Ecuador or Tasmania or some other Seaport Town [SEP] Compared with this Verse all of which was of the same School as the Icelandic Masterpiece the most obscure and clouded Passage in Robert Browning was like a Plate-Glass Front in a State Street Candy Store just after the Colored Boy gets through using the Chamois [SEP] After that he became Eloquent and began to get rid of long Boston Words that hadn't been used before that Season,1
2,Person-8,neutral,['Whale'],40,The only thing that worried the Congregation was the Fear that if it wished to retain such a Whale it might have to boost his Salary,1,26.0,In fact every one said the Sermon was Superfine and Dandy,In the Meantime the Preacher waited for some one to come and ask about Polenta Amebius Ramtazuk Quarolius and the great Icelandic Poet Navrojk,In fact every one said the Sermon was Superfine and Dandy [SEP] The only thing that worried the Congregation was the Fear that if it wished to retain such a Whale it might have to boost his Salary [SEP] In the Meantime the Preacher waited for some one to come and ask about Polenta Amebius Ramtazuk Quarolius and the great Icelandic Poet Navrojk,1
2,Person-9,neutral,['Woman'],11,A Stout Woman in the Front Row put on her Eye-Glasses and leaned forward so as not to miss Anything,1,20.0,On the following Sunday Morning he got up in the Lookout and read a Text that didn't mean anything read from either Direction and then he sized up his Flock with a Dreamy Eye and said We can not more adequately voice the Poetry and Mysticism of our Text than in those familiar Lines of the great Icelandic Poet Ikon Navrojk When the Preacher concluded this Extract from the Well-Known Icelandic Poet he paused and looked downward breathing heavily through his Nose like Camille in the Third Act,A Venerable Harness Dealer over at the Right nodded his Head solemnly,On the following Sunday Morning he got up in the Lookout and read a Text that didn't mean anything read from either Direction and then he sized up his Flock with a Dreamy Eye and said We can not more adequately voice the Poetry and Mysticism of our Text than in those familiar Lines of the great Icelandic Poet Ikon Navrojk When the Preacher concluded this Extract from the Well-Known Icelandic Poet he paused and looked downward breathing heavily through his Nose like Camille in the Third Act [SEP] A Stout Woman in the Front Row put on her Eye-Glasses and leaned forward so as not to miss Anything [SEP] A Venerable Harness Dealer over at the Right nodded his Head solemnly,1
3,Person-1,protagonist,['Fred'],3,One was named Fred and the other was Eustace,14,292.0,They were Conventional Young Men of the Kind that you see wearing Spring Overcoats in the Clothing Advertisements,The Mothers of the Neighborhood often remarked What Perfect Manners Fred and Eustace have,They were Conventional Young Men of the Kind that you see wearing Spring Overcoats in the Clothing Advertisements [SEP] One was named Fred and the other was Eustace [SEP] The Mothers of the Neighborhood often remarked What Perfect Manners Fred and Eustace have,1
3,Person-1,protagonist,['Fred'],4,The Mothers of the Neighborhood often remarked What Perfect Manners Fred and Eustace have,14,292.0,One was named Fred and the other was Eustace,Merely as an aside it may be added that Fred and Eustace were more Popular with the Mothers than they were with the Younger Set although no one could say a Word against either of them,One was named Fred and the other was Eustace [SEP] The Mothers of the Neighborhood often remarked What Perfect Manners Fred and Eustace have [SEP] Merely as an aside it may be added that Fred and Eustace were more Popular with the Mothers than they were with the Younger Set although no one could say a Word against either of them,1
3,Person-1,protagonist,['Fred'],5,Merely as an aside it may be added that Fred and Eustace were more Popular with the Mothers than they were with the Younger Set although no one could say a Word against either of them,14,292.0,The Mothers of the Neighborhood often remarked What Perfect Manners Fred and Eustace have,Only it was rumored in Keen Society that they didn't Belong,The Mothers of the Neighborhood often remarked What Perfect Manners Fred and Eustace have [SEP] Merely as an aside it may be added that Fred and Eustace were more Popular with the Mothers than they were with the Younger Set although no one could say a Word against either of them [SEP] Only it was rumored in Keen Society that they didn't Belong,1
3,Person-1,protagonist,['Fred'],7,The Fact that they went Calling in a Crowd and took their Mandolins along may give the Acute Reader some Idea of the Life that Fred and Eustace held out to the Young Women of their Acquaintance,14,292.0,Only it was rumored in Keen Society that they didn't Belong,The D butante's name was Myrtle,Only it was rumored in Keen Society that they didn't Belong [SEP] The Fact that they went Calling in a Crowd and took their Mandolins along may give the Acute Reader some Idea of the Life that Fred and Eustace held out to the Young Women of their Acquaintance [SEP] The D butante's name was Myrtle,1
3,Person-1,protagonist,['Fred'],10,Fred and Eustace were a few of those who escaped the Black List,14,292.0,Her Parents were very Watchful and did not encourage her to receive Callers except such as were known to be Exemplary Young Men,Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl,Her Parents were very Watchful and did not encourage her to receive Callers except such as were known to be Exemplary Young Men [SEP] Fred and Eustace were a few of those who escaped the Black List [SEP] Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl,1
3,Person-1,protagonist,['Fred'],12,Fred's Cousin came from St Paul on a Visit and one Day in the Street he saw Myrtle and noticed that Fred tipped his Hat and gave her a Stage Smile,14,292.0,Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl,Oh Queen of Sheba,Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl [SEP] Fred's Cousin came from St Paul on a Visit and one Day in the Street he saw Myrtle and noticed that Fred tipped his Hat and gave her a Stage Smile [SEP] Oh Queen of Sheba,1
3,Person-1,protagonist,['Fred'],17,I know her Quite Well replied Fred coldly,14,292.0,Do you know her well,She is a Charming Girl,Do you know her well [SEP] I know her Quite Well replied Fred coldly [SEP] She is a Charming Girl,1
3,Person-1,protagonist,['Fred'],22,Fred very naturally Hemmed and Hawed,14,292.0,And now what Night are you going to take me around to Call on her,It must be remembered that Myrtle was a member of an Excellent Family and had been schooled in the Proprieties and it was not to be supposed that she would crave the Society of slangy old Gus who had an abounding Nerve and furthermore was as Fresh as the Mountain Air,And now what Night are you going to take me around to Call on her [SEP] Fred very naturally Hemmed and Hawed [SEP] It must be remembered that Myrtle was a member of an Excellent Family and had been schooled in the Proprieties and it was not to be supposed that she would crave the Society of slangy old Gus who had an abounding Nerve and furthermore was as Fresh as the Mountain Air,1
3,Person-1,protagonist,['Fred'],36,Now Fred and Eustace had been at School with Gus and they had seen his Work and they were not disposed to Introduce him into One of the most Exclusive Homes in the City,14,292.0,After that they would be Old Friends,They had known Myrtle for many Years but they did not dare to Address her by her First Name and they were Positive that if Gus attempted any of his usual Tactics with her she would be Offended and naturally enough they would be Blamed for bringing him to the House,After that they would be Old Friends [SEP] Now Fred and Eustace had been at School with Gus and they had seen his Work and they were not disposed to Introduce him into One of the most Exclusive Homes in the City [SEP] They had known Myrtle for many Years but they did not dare to Address her by her First Name and they were Positive that if Gus attempted any of his usual Tactics with her she would be Offended and naturally enough they would be Blamed for bringing him to the House,1
3,Person-1,protagonist,['Fred'],41,Fred warned him that Myrtle would frown down any Attempt to be Familiar on Short Acquaintance and Eustace said that as long as he had known Myrtle he had never Presumed to be Free and Forward with her,14,292.0,At last they told him they would take him if he promised to Behave,He had simply played the Mandolin,At last they told him they would take him if he promised to Behave [SEP] Fred warned him that Myrtle would frown down any Attempt to be Familiar on Short Acquaintance and Eustace said that as long as he had known Myrtle he had never Presumed to be Free and Forward with her [SEP] He had simply played the Mandolin,1
3,Person-1,protagonist,['Fred'],47,Fred and Eustace took this to mean that he would not Overplay his Attentions so they escorted him to the House,14,292.0,He said he was a Willing Performer but as yet he never had been Disqualified for Crowding,As soon as he had been Presented Gus showed her where to sit on the Sofa then he placed himself about Six Inches away and began to Buzz looking her straight in the Eye,He said he was a Willing Performer but as yet he never had been Disqualified for Crowding [SEP] Fred and Eustace took this to mean that he would not Overplay his Attentions so they escorted him to the House [SEP] As soon as he had been Presented Gus showed her where to sit on the Sofa then he placed himself about Six Inches away and began to Buzz looking her straight in the Eye,1
3,Person-1,protagonist,['Fred'],55,When Fred and Eustace finished the first Piece Gus appeared at the open Window and asked them to play The Georgia Camp-Meeting which had always been one of his Favorites,14,292.0,She replied that she had not so they went Outside,So they played that and when they had Concluded there came a Voice from the Outer Darkness and it was the Voice of Myrtle,She replied that she had not so they went Outside [SEP] When Fred and Eustace finished the first Piece Gus appeared at the open Window and asked them to play The Georgia Camp-Meeting which had always been one of his Favorites [SEP] So they played that and when they had Concluded there came a Voice from the Outer Darkness and it was the Voice of Myrtle,1
3,Person-1,protagonist,['Fred'],58,Fred and Eustace exchanged Glances,14,292.0,She said I'll tell you what to Play play the Intermezzo,They began to Perceive that they had been backed into a Siding,She said I'll tell you what to Play play the Intermezzo [SEP] Fred and Eustace exchanged Glances [SEP] They began to Perceive that they had been backed into a Siding,1
3,Person-1,protagonist,['Fred'],67,but it started a Real Scandal with Fred and Eustace,14,292.0,What he had done wouldn't Justify a Girl in saying Sir,They saw that the Only Way to Get Even with her was to go Home without saying Good Night,What he had done wouldn't Justify a Girl in saying Sir [SEP] but it started a Real Scandal with Fred and Eustace [SEP] They saw that the Only Way to Get Even with her was to go Home without saying Good Night,1
3,Person-2,neutral,['Myrtle'],8,The D butante's name was Myrtle,13,309.0,The Fact that they went Calling in a Crowd and took their Mandolins along may give the Acute Reader some Idea of the Life that Fred and Eustace held out to the Young Women of their Acquaintance,Her Parents were very Watchful and did not encourage her to receive Callers except such as were known to be Exemplary Young Men,The Fact that they went Calling in a Crowd and took their Mandolins along may give the Acute Reader some Idea of the Life that Fred and Eustace held out to the Young Women of their Acquaintance [SEP] The D butante's name was Myrtle [SEP] Her Parents were very Watchful and did not encourage her to receive Callers except such as were known to be Exemplary Young Men,1
3,Person-2,neutral,['Myrtle'],11,Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl,13,309.0,Fred and Eustace were a few of those who escaped the Black List,Fred's Cousin came from St Paul on a Visit and one Day in the Street he saw Myrtle and noticed that Fred tipped his Hat and gave her a Stage Smile,Fred and Eustace were a few of those who escaped the Black List [SEP] Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl [SEP] Fred's Cousin came from St Paul on a Visit and one Day in the Street he saw Myrtle and noticed that Fred tipped his Hat and gave her a Stage Smile,1
3,Person-2,neutral,['Myrtle'],12,Fred's Cousin came from St Paul on a Visit and one Day in the Street he saw Myrtle and noticed that Fred tipped his Hat and gave her a Stage Smile,13,309.0,Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl,Oh Queen of Sheba,Myrtle always appeared to be glad to see them and they regarded her as a Darned Swell Girl [SEP] Fred's Cousin came from St Paul on a Visit and one Day in the Street he saw Myrtle and noticed that Fred tipped his Hat and gave her a Stage Smile [SEP] Oh Queen of Sheba,0
3,Person-2,neutral,['Myrtle'],23,It must be remembered that Myrtle was a member of an Excellent Family and had been schooled in the Proprieties and it was not to be supposed that she would crave the Society of slangy old Gus who had an abounding Nerve and furthermore was as Fresh as the Mountain Air,13,309.0,Fred very naturally Hemmed and Hawed,He was the Kind of Fellow who would see a Girl twice and then upon meeting her the Third Time he would go up and straighten her Cravat for her and call her by her First Name,Fred very naturally Hemmed and Hawed [SEP] It must be remembered that Myrtle was a member of an Excellent Family and had been schooled in the Proprieties and it was not to be supposed that she would crave the Society of slangy old Gus who had an abounding Nerve and furthermore was as Fresh as the Mountain Air [SEP] He was the Kind of Fellow who would see a Girl twice and then upon meeting her the Third Time he would go up and straighten her Cravat for her and call her by her First Name,1
3,Person-2,neutral,['Myrtle'],37,They had known Myrtle for many Years but they did not dare to Address her by her First Name and they were Positive that if Gus attempted any of his usual Tactics with her she would be Offended and naturally enough they would be Blamed for bringing him to the House,13,309.0,Now Fred and Eustace had been at School with Gus and they had seen his Work and they were not disposed to Introduce him into One of the most Exclusive Homes in the City,But Gus insisted,Now Fred and Eustace had been at School with Gus and they had seen his Work and they were not disposed to Introduce him into One of the most Exclusive Homes in the City [SEP] They had known Myrtle for many Years but they did not dare to Address her by her First Name and they were Positive that if Gus attempted any of his usual Tactics with her she would be Offended and naturally enough they would be Blamed for bringing him to the House [SEP] But Gus insisted,1
3,Person-2,neutral,['Myrtle'],39,He said he had seen Myrtle and she Suited him from the Ground up and he proposed to have Friendly Doings with her,13,309.0,But Gus insisted,At last they told him they would take him if he promised to Behave,But Gus insisted [SEP] He said he had seen Myrtle and she Suited him from the Ground up and he proposed to have Friendly Doings with her [SEP] At last they told him they would take him if he promised to Behave,1
3,Person-2,neutral,['Myrtle'],41,Fred warned him that Myrtle would frown down any Attempt to be Familiar on Short Acquaintance and Eustace said that as long as he had known Myrtle he had never Presumed to be Free and Forward with her,13,309.0,At last they told him they would take him if he promised to Behave,He had simply played the Mandolin,At last they told him they would take him if he promised to Behave [SEP] Fred warned him that Myrtle would frown down any Attempt to be Familiar on Short Acquaintance and Eustace said that as long as he had known Myrtle he had never Presumed to be Free and Forward with her [SEP] He had simply played the Mandolin,0
3,Person-2,neutral,['Myrtle'],53,He asked Myrtle if she had seen the New Moon,13,309.0,They unlimbered their Mandolins and began to play a Sousa March,She replied that she had not so they went Outside,They unlimbered their Mandolins and began to play a Sousa March [SEP] He asked Myrtle if she had seen the New Moon [SEP] She replied that she had not so they went Outside,1
3,Person-2,neutral,['Myrtle'],56,So they played that and when they had Concluded there came a Voice from the Outer Darkness and it was the Voice of Myrtle,13,309.0,When Fred and Eustace finished the first Piece Gus appeared at the open Window and asked them to play The Georgia Camp-Meeting which had always been one of his Favorites,She said I'll tell you what to Play play the Intermezzo,When Fred and Eustace finished the first Piece Gus appeared at the open Window and asked them to play The Georgia Camp-Meeting which had always been one of his Favorites [SEP] So they played that and when they had Concluded there came a Voice from the Outer Darkness and it was the Voice of Myrtle [SEP] She said I'll tell you what to Play play the Intermezzo,1
3,Person-2,neutral,['Myrtle'],63,Gus and Myrtle were sitting in the Hammock which had quite a Pitch toward the Center,13,309.0,Then they went to the Window and looked out,Gus had braced himself by Holding to the back of the Hammock,Then they went to the Window and looked out [SEP] Gus and Myrtle were sitting in the Hammock which had quite a Pitch toward the Center [SEP] Gus had braced himself by Holding to the back of the Hammock,0
