story_id,person,type,aliases,sentence_id,text,mention_count,word_count,text_prev,text_next,bert_context,is_primary_in_sentence,is_dialogue,count_lexicon,is_subject,is_object,subject_sentences_stem
165,Person-15,antagonist,['Thief'],10,O Thief and but newly set free from the terror of the Law,1,13.0,A groom put down an emptied nose-bag on the bricks and Little Tobrah being hungry set himself to scrape out what wet grain the horse had overlooked,Come along,A groom put down an emptied nose-bag on the bricks and Little Tobrah being hungry set himself to scrape out what wet grain the horse had overlooked [SEP] O Thief and but newly set free from the terror of the Law [SEP] Come along,1,0,0.2,0,0,thief newli set free terror law
161,Person-9,antagonist,['wolf'],6,The villagers stone him when he peers into the daylight although he is a priest and he runs back again as a strayed wolf turns into tall crops,1,28.0,In the heart of the patch hides the gosain of Bubbling Well Road,He is a one-eyed man and carries burnt between his brows the impress of two copper coins,In the heart of the patch hides the gosain of Bubbling Well Road [SEP] The villagers stone him when he peers into the daylight although he is a priest and he runs back again as a strayed wolf turns into tall crops [SEP] He is a one-eyed man and carries burnt between his brows the impress of two copper coins,0,0,0.0,1,0,villag stone peer daylight although priest run back stray wolf turn tall crop
155,Person-7,antagonist,['Witch'],3,The crew consisting of captain mate and boy who were doing their first trip on a steamer had been transferred at the last moment from their sailing-barge the Witch and found to their discomfort that the engineer who had not expected to sail so soon was terribly and abusively drunk,1,50.0,There had been a little discussion on the way between her crew and the engineer who down in his grimy little engine-room did his own stoking and everything else necessary,Every moment he could spare from his engines he thrust the upper part of his body through the small hatchway and rowed with his commander,There had been a little discussion on the way between her crew and the engineer who down in his grimy little engine-room did his own stoking and everything else necessary [SEP] The crew consisting of captain mate and boy who were doing their first trip on a steamer had been transferred at the last moment from their sailing-barge the Witch and found to their discomfort that the engineer who had not expected to sail so soon was terribly and abusively drunk [SEP] Every moment he could spare from his engines he thrust the upper part of his body through the small hatchway and rowed with his commander,0,0,-0.4,0,1,crew consist captain mate boy first trip steamer transfer last moment sail barg witch found discomfort engin expect sail soon terribl abus drunk
154,Person-3,antagonist,['witch'],14,It was on this island also that Sycorax the witch held sway when the good Prospero and his infant daughter Miranda were wafted to its shores,1,26.0,Here too was the enchanted garden of Armida in which that sorceress held the Christian paladin Rinaldo in delicious but inglorious thraldom as is set forth in the immortal lay of Tasso,The isle was then full of noises Sounds and sweet airs that give delight and hurt not,Here too was the enchanted garden of Armida in which that sorceress held the Christian paladin Rinaldo in delicious but inglorious thraldom as is set forth in the immortal lay of Tasso [SEP] It was on this island also that Sycorax the witch held sway when the good Prospero and his infant daughter Miranda were wafted to its shores [SEP] The isle was then full of noises Sounds and sweet airs that give delight and hurt not,1,0,0.6,0,0,island also sycorax witch held sway good prospero infant daughter miranda waft shore
150,Person-7,antagonist,['giants'],20,Legends tell us that the ancient Thuringian forests were inhabited by strange beings a race of giants at once superior and inferior to men whom the Romans regarded as horrible beasts and the Germans as divine incarnations and who might chance to be exterminated or worshipped according to the race they encountered,1,52.0,At the sight of him they fell on their knees,A sensation similar to that which may have been felt by one of those beings was experienced by the Marquis when expecting to be treated like a monster he was suddenly worshipped as a deity,At the sight of him they fell on their knees [SEP] Legends tell us that the ancient Thuringian forests were inhabited by strange beings a race of giants at once superior and inferior to men whom the Romans regarded as horrible beasts and the Germans as divine incarnations and who might chance to be exterminated or worshipped according to the race they encountered [SEP] A sensation similar to that which may have been felt by one of those beings was experienced by the Marquis when expecting to be treated like a monster he was suddenly worshipped as a deity,1,0,-0.4,0,0,legend tell us ancient thuringian forest inhabit strang be race giant superior inferior men roman regard horribl beast german divin incarn might chanc extermin worship accord race encount
146,Person-8,antagonist,['giant'],15,He got safely to the Shawnee town where he described the fight in terms that transformed the little doctor into a furious giant whom no amount of stabbing had any effect upon,1,32.0,Knight wanted to shoot him as he ran in his eagerness to cock the rifle he broke the lock and the Indian escaped,The other Indians who seem to have understood this cowardly boaster received his story with shouts of laughter,Knight wanted to shoot him as he ran in his eagerness to cock the rifle he broke the lock and the Indian escaped [SEP] He got safely to the Shawnee town where he described the fight in terms that transformed the little doctor into a furious giant whom no amount of stabbing had any effect upon [SEP] The other Indians who seem to have understood this cowardly boaster received his story with shouts of laughter,0,0,-0.6,0,0,got safe shawne town describ fight term transform littl doctor furiou giant amount stab effect upon
135,Person-11,antagonist,['wolf'],11,Since he had been there Murray had seen three taken out to their fate one gone mad and fighting like a wolf caught in a trap one no less mad offering up a sanctimonious lip-service to Heaven the third a weakling collapsed and strapped to a board,1,47.0,There were seven other condemned men in the chamber,He wondered with what credit to himself his own heart foot and face would meet his punishment for this was his evening,There were seven other condemned men in the chamber [SEP] Since he had been there Murray had seen three taken out to their fate one gone mad and fighting like a wolf caught in a trap one no less mad offering up a sanctimonious lip-service to Heaven the third a weakling collapsed and strapped to a board [SEP] He wondered with what credit to himself his own heart foot and face would meet his punishment for this was his evening,1,0,-1.7999999999999998,0,0,sinc murray seen three taken fate one gone mad fight like wolf caught trap one less mad offer sanctimoni lip servic heaven third weakl collaps strap board
88,Person-6,antagonist,['serpent'],75,Why must I drag myself thus like a wounded serpent twisting and writhing,1,13.0,Why can I not rise and run as I did this morning,The river is near at hand,Why can I not rise and run as I did this morning [SEP] Why must I drag myself thus like a wounded serpent twisting and writhing [SEP] The river is near at hand,1,0,-0.2,0,0,must drag thu like wound serpent twist writh
60,Person-5,antagonist,['giant'],60,A great root of the giant tree against whose trunk I leaned as I sat held enclosed in its grasp a slab of stone a part of which protruded into a recess formed by another root,1,36.0,My senses seemed all alert I could feel the air as a ponderous substance I could hear the silence,The stone was thus partly protected from the weather though greatly decomposed,My senses seemed all alert I could feel the air as a ponderous substance I could hear the silence [SEP] A great root of the giant tree against whose trunk I leaned as I sat held enclosed in its grasp a slab of stone a part of which protruded into a recess formed by another root [SEP] The stone was thus partly protected from the weather though greatly decomposed,1,0,0.6,0,0,great root giant tree whose trunk lean sat held enclos grasp slab stone part protrud recess form anoth root
49,Person-12,antagonist,['giant'],11,Oh gasped Clara Papa always says the great president so I guess he's almost a giant,1,16.0,Clara's eyes looked so big and her voice was so solemn when she babbled these names that her mother asked her one day what she thought these men looked like,I guess the president is as big as the meeting-house and prob'ly the vice-president is the size of the school-house,Clara's eyes looked so big and her voice was so solemn when she babbled these names that her mother asked her one day what she thought these men looked like [SEP] Oh gasped Clara Papa always says the great president so I guess he's almost a giant [SEP] I guess the president is as big as the meeting-house and prob'ly the vice-president is the size of the school-house,0,0,0.6,0,0,oh gasp clara papa alway say great presid guess almost giant
41,Person-2,antagonist,['robber'],15,The ship belonged to a sea robber called Ralph the Rover and she was a terror to all honest people both on sea and shore,3,61.0,One calm summer day a ship with a black flag happened to sail not far from the Inch-cape Rock,There was but little wind that day and the sea was as smooth as glass,One calm summer day a ship with a black flag happened to sail not far from the Inch-cape Rock [SEP] The ship belonged to a sea robber called Ralph the Rover and she was a terror to all honest people both on sea and shore [SEP] There was but little wind that day and the sea was as smooth as glass,1,0,0.4,0,0,ship belong sea robber call ralph rover terror honest peopl sea shore
41,Person-2,antagonist,['robber'],29,Then the robber with a heavy ax broke the chain that held the buoy,3,61.0,Strong arms soon rowed it to the Inchcape Rock,He cut the fas-ten-ings of the bell,Strong arms soon rowed it to the Inchcape Rock [SEP] Then the robber with a heavy ax broke the chain that held the buoy [SEP] He cut the fas-ten-ings of the bell,1,0,0.0,1,0,robber heavi ax broke chain held buoy
41,Person-2,antagonist,['robber'],35,The sea robber laughed as he looked back and saw that there was nothing to mark the place of the hidden rock,3,61.0,Soon a breeze sprang up and the black ship sailed away,For many days Ralph the Rover scoured the seas and many were the ships that he plun-dered,Soon a breeze sprang up and the black ship sailed away [SEP] The sea robber laughed as he looked back and saw that there was nothing to mark the place of the hidden rock [SEP] For many days Ralph the Rover scoured the seas and many were the ships that he plun-dered,1,0,0.0,1,0,sea robber laugh look back saw noth mark place hidden rock
7,Person-11,antagonist,['thief'],22,At first she used to play about at night and steal things to eat and people set traps to catch the thief in their gardens and the cook in her own house scolded about the rats that carried off the cake and pies out of her pantry,1,47.0,She never talked but began to grunt as the pigs did and burrowed into the straw to sleep and squealed when they crowded her and quarrelled over the food eating with her nose in the trough like a real pig,But by and by she got too lazy and fat to care for anything but sleeping and eating and never left the sty,She never talked but began to grunt as the pigs did and burrowed into the straw to sleep and squealed when they crowded her and quarrelled over the food eating with her nose in the trough like a real pig [SEP] At first she used to play about at night and steal things to eat and people set traps to catch the thief in their gardens and the cook in her own house scolded about the rats that carried off the cake and pies out of her pantry [SEP] But by and by she got too lazy and fat to care for anything but sleeping and eating and never left the sty,1,0,-0.8,0,1,first use play night steal thing eat peopl set trap catch thief garden cook hous scold rat carri cake pie pantri
1,Person-5,antagonist,['Thief'],9,4 The delectable Yarn about a Door-Mat Thief who truly loves the Opium Fiend,1,14.0,3 The Book that runs into a Snarl of Dialect on the third Page and never gets out,Jolly Story of the Slums,3 The Book that runs into a Snarl of Dialect on the third Page and never gets out [SEP] 4 The delectable Yarn about a Door-Mat Thief who truly loves the Opium Fiend [SEP] Jolly Story of the Slums,1,0,0.6,0,0,delect yarn door mat thief truli love opium fiend
198,Person-1,protagonist,['bear'],13,They've got another kind of bear up on the Yukon and his legs are all right too,9,148.0,Yes he's a mighty peculiar creature but that wasn't what I started in to tell about,He's called the bald-face grizzly and he's jest as big as he is bad,Yes he's a mighty peculiar creature but that wasn't what I started in to tell about [SEP] They've got another kind of bear up on the Yukon and his legs are all right too [SEP] He's called the bald-face grizzly and he's jest as big as he is bad,1,0,0.0,0,0,got anoth kind bear yukon leg right
198,Person-1,protagonist,['bear'],23,Didn't know anything about bear when I went into the country exceptin when I was a youngster I'd seen a heap of cinnamons and that little black kind,9,148.0,But I had to learn all this,And they was nothin to be scared at,But I had to learn all this [SEP] Didn't know anything about bear when I went into the country exceptin when I was a youngster I'd seen a heap of cinnamons and that little black kind [SEP] And they was nothin to be scared at,1,0,0.0,0,0,know anyth bear went countri exceptin youngster seen heap cinnamon littl black kind
198,Person-1,protagonist,['bear'],32,There was a big bear comin up swingin along on all fours right in my direction,9,148.0,Jest as I raised my hand-ax I happened to cast my eyes down the hill,It was a bald-face but little I knew then about such kind,Jest as I raised my hand-ax I happened to cast my eyes down the hill [SEP] There was a big bear comin up swingin along on all fours right in my direction [SEP] It was a bald-face but little I knew then about such kind,1,0,0.2,0,0,big bear comin swingin along four right direct
198,Person-1,protagonist,['bear'],90,Thought you was a bear says I He kind of caught his breath and looked at me,9,148.0,And I looked and it was a man I was hammering into kingdom come,Then he says Same here,And I looked and it was a man I was hammering into kingdom come [SEP] Thought you was a bear says I He kind of caught his breath and looked at me [SEP] Then he says Same here,1,0,0.0,0,0,thought bear say kind caught breath look
198,Person-1,protagonist,['bear'],95,That afternoon we got Joe Gee and some rifles and came back loaded for bear,9,148.0,But by that time the racket on the trail was something terrible and we didn't wait to explain matters,Mebbe you won't believe me but when we got to the spot there was the two bald-faces lyin dead,But by that time the racket on the trail was something terrible and we didn't wait to explain matters [SEP] That afternoon we got Joe Gee and some rifles and came back loaded for bear [SEP] Mebbe you won't believe me but when we got to the spot there was the two bald-faces lyin dead,0,0,0.0,0,0,afternoon got joe gee rifl came back load bear
198,Person-1,protagonist,['bear'],99,Talkin of bear,9,148.0,So they fought it out,As I was sayin,So they fought it out [SEP] Talkin of bear [SEP] As I was sayin,1,0,0.0,0,0,talkin bear
198,Person-2,neutral,['man'],3,On the Little Pelly for instance they come down that thick in the summer to feed on the salmon that you can't get an Indian or white man to go nigher than a day's journey to the place,5,119.0,Talkin of bear he went on now up in the Northern Country there are various kinds,And up in the Rampart Mountains there's a curious kind of bear called the side-hill grizzly,Talkin of bear he went on now up in the Northern Country there are various kinds [SEP] On the Little Pelly for instance they come down that thick in the summer to feed on the salmon that you can't get an Indian or white man to go nigher than a day's journey to the place [SEP] And up in the Rampart Mountains there's a curious kind of bear called the side-hill grizzly,0,0,0.0,0,1,littl pelli instanc come thick summer feed salmon get indian white man go nigher day journey place
198,Person-2,neutral,['man'],10,All a man has to do is to circle down the hill and run the other way,5,119.0,Bless you no,You see that throws mister bear's long legs up the hill and the short ones down,Bless you no [SEP] All a man has to do is to circle down the hill and run the other way [SEP] You see that throws mister bear's long legs up the hill and the short ones down,1,0,0.0,1,0,man circl hill run way
197,Person-2,neutral,['elephant'],4,Then does the Jolly Maiden Aunt propound the query What is the difference between an elephant and a silk hat,1,20.0,It is there that the old euchre deck and the staring domino become fair and beautiful things that the rattle of the Loto counter rejoices the heart that the old riddle feels the sap stirring in its limbs again and the amusing spilikin completes the mental ruin of the jaded guest,Or declare that her first is a vowel her second a preposition and her third an archipelago,It is there that the old euchre deck and the staring domino become fair and beautiful things that the rattle of the Loto counter rejoices the heart that the old riddle feels the sap stirring in its limbs again and the amusing spilikin completes the mental ruin of the jaded guest [SEP] Then does the Jolly Maiden Aunt propound the query What is the difference between an elephant and a silk hat [SEP] Or declare that her first is a vowel her second a preposition and her third an archipelago,1,0,0.0,0,0,jolli maiden aunt propound queri differ eleph silk hat
197,Person-3,neutral,['friends'],1,It is in the depth of winter when the intense cold renders it desirable to stay at home that the really Pleasant Family is wont to serve invitations upon a few friends to spend a Quiet Evening,1,37.0,,It is at these gatherings that that gay thing the indoor winter game becomes rampant,[SEP] It is in the depth of winter when the intense cold renders it desirable to stay at home that the really Pleasant Family is wont to serve invitations upon a few friends to spend a Quiet Evening [SEP] It is at these gatherings that that gay thing the indoor winter game becomes rampant,1,0,1.2000000000000002,0,0,depth winter intens cold render desir stay home realli pleasant famili wont serv invit upon friend spend quiet even
197,Person-4,neutral,['Grand Slam'],27,To break his arm or leg counts four and to kill him outright is called Grand Slam and counts one game,1,21.0,I might add however that while it counts two to strike the referee to kick him counts three,Here is another little thing that I have worked out which is superior to parlour games in that it combines their intense excitement with sound out-of-door exercise,I might add however that while it counts two to strike the referee to kick him counts three [SEP] To break his arm or leg counts four and to kill him outright is called Grand Slam and counts one game [SEP] Here is another little thing that I have worked out which is superior to parlour games in that it combines their intense excitement with sound out-of-door exercise,1,0,0.0,0,0,break arm leg count four kill outright call grand slam count one game
197,Person-5,neutral,['Indoor Football'],14,It is called Indoor Football or Football without a Ball,1,10.0,Here is one of them,In this game any number of players from fifteen to thirty seat themselves in a heap on any one player usually the player next to the dealer,Here is one of them [SEP] It is called Indoor Football or Football without a Ball [SEP] In this game any number of players from fifteen to thirty seat themselves in a heap on any one player usually the player next to the dealer,1,0,0.0,0,0,call indoor footbal footbal without ball
197,Person-6,neutral,['Suburban Trolley Car'],31,It is called The Suburban Trolley Car A Holiday Game for Old and Young The chief part in the game is taken by two players who station themselves one at each end of the car and who adopt some distinctive costumes to indicate that they are it,1,47.0,It requires no other apparatus than a trolley car of the ordinary type a mile or two of track and a few thousand volts of electricity,The other players occupy the body of the car or take up their position at intervals along the track,It requires no other apparatus than a trolley car of the ordinary type a mile or two of track and a few thousand volts of electricity [SEP] It is called The Suburban Trolley Car A Holiday Game for Old and Young The chief part in the game is taken by two players who station themselves one at each end of the car and who adopt some distinctive costumes to indicate that they are it [SEP] The other players occupy the body of the car or take up their position at intervals along the track,1,0,0.2,0,0,call suburban trolley car holiday game old young chief part game taken two player station one end car adopt distinct costum indic
198,Person-1,protagonist,['bear'],1,Talkin of bear The Klondike King paused meditatively and the group on the hotel porch hitched their chairs up closer,9,148.0,,Talkin of bear he went on now up in the Northern Country there are various kinds,[SEP] Talkin of bear The Klondike King paused meditatively and the group on the hotel porch hitched their chairs up closer [SEP] Talkin of bear he went on now up in the Northern Country there are various kinds,1,0,0.0,0,0,talkin bear klondik king paus medit group hotel porch hitch chair closer
198,Person-1,protagonist,['bear'],2,Talkin of bear he went on now up in the Northern Country there are various kinds,9,148.0,Talkin of bear The Klondike King paused meditatively and the group on the hotel porch hitched their chairs up closer,On the Little Pelly for instance they come down that thick in the summer to feed on the salmon that you can't get an Indian or white man to go nigher than a day's journey to the place,Talkin of bear The Klondike King paused meditatively and the group on the hotel porch hitched their chairs up closer [SEP] Talkin of bear he went on now up in the Northern Country there are various kinds [SEP] On the Little Pelly for instance they come down that thick in the summer to feed on the salmon that you can't get an Indian or white man to go nigher than a day's journey to the place,1,0,0.0,0,0,talkin bear went northern countri variou kind
198,Person-1,protagonist,['bear'],4,And up in the Rampart Mountains there's a curious kind of bear called the side-hill grizzly,9,148.0,On the Little Pelly for instance they come down that thick in the summer to feed on the salmon that you can't get an Indian or white man to go nigher than a day's journey to the place,That's because he's traveled on the side-hills ever since the Flood and the two legs on the down-hill side are twice as long as the two on the up-hill,On the Little Pelly for instance they come down that thick in the summer to feed on the salmon that you can't get an Indian or white man to go nigher than a day's journey to the place [SEP] And up in the Rampart Mountains there's a curious kind of bear called the side-hill grizzly [SEP] That's because he's traveled on the side-hills ever since the Flood and the two legs on the down-hill side are twice as long as the two on the up-hill,1,0,0.2,0,0,rampart mountain curiou kind bear call side hill grizzli
196,Person-6,neutral,['Dad'],85,In fact I wouldn't buy them now if it weren't for Dad,2,17.0,Me too said Edwin as they lighted their cigarettes,I simply had to give him something from Santa Claus,Me too said Edwin as they lighted their cigarettes [SEP] In fact I wouldn't buy them now if it weren't for Dad [SEP] I simply had to give him something from Santa Claus,1,0,0.0,0,0,fact buy dad
196,Person-7,neutral,['kids'],13,Queer how kids love to play with trains isn't it,1,18.0,Goes on its own rails,Yes assented Brown,Goes on its own rails [SEP] Queer how kids love to play with trains isn't it [SEP] Yes assented Brown,1,0,0.6,1,0,queer kid love play train
196,Person-7,neutral,['kids'],35,Isn't that a great thing for kid eh,1,18.0,There notice way it buzzes before it starts,Yes said Brown,There notice way it buzzes before it starts [SEP] Isn't that a great thing for kid eh [SEP] Yes said Brown,0,0,0.6,0,0,great thing kid eh
196,Person-8,neutral,['Father'],71,I'm giving Father cigars,1,4.0,said Willie appreciatively,I know I thought of cigars too,said Willie appreciatively [SEP] I'm giving Father cigars [SEP] I know I thought of cigars too,1,0,0.0,0,1,give father cigar
196,Person-9,neutral,['Men'],73,Men always like cigars and cigarettes,1,6.0,I know I thought of cigars too,You can't go wrong on them,I know I thought of cigars too [SEP] Men always like cigars and cigarettes [SEP] You can't go wrong on them,1,0,0.4,1,0,men alway like cigar cigarett
196,Person-10,neutral,['mother'],88,And while this was going on Clarisse was showing little Ulvina the absolutely lovely little bridge set that she got for her mother,1,23.0,He believes in Santa Claus absolutely you know,Aren't these markers perfectly charming,He believes in Santa Claus absolutely you know [SEP] And while this was going on Clarisse was showing little Ulvina the absolutely lovely little bridge set that she got for her mother [SEP] Aren't these markers perfectly charming,1,0,0.6,0,0,go clariss show littl ulvina absolut love littl bridg set got mother
197,Person-1,protagonist,['Down'],18,This is called a Down and counts one,7,28.0,Should the first player fail to rise before forty seconds are counted the player with the watch declares him suffocated,The player who was the Down is then leant against the wall his wind is supposed to be squeezed out,Should the first player fail to rise before forty seconds are counted the player with the watch declares him suffocated [SEP] This is called a Down and counts one [SEP] The player who was the Down is then leant against the wall his wind is supposed to be squeezed out,1,0,0.0,0,0,call count one
197,Person-1,protagonist,['Down'],19,The player who was the Down is then leant against the wall his wind is supposed to be squeezed out,7,28.0,This is called a Down and counts one,The player called the referee then blows a whistle and the players select another player and score a down off him,This is called a Down and counts one [SEP] The player who was the Down is then leant against the wall his wind is supposed to be squeezed out [SEP] The player called the referee then blows a whistle and the players select another player and score a down off him,1,0,0.0,0,0,player leant wall wind suppos squeez
196,Person-4,neutral,['child'],50,Children love that so much,2,71.0,Yes answered Mrs Jones and then she'll have all the fun of arranging the dresses,Look there are three little dresses with the doll aren't they cute,Yes answered Mrs Jones and then she'll have all the fun of arranging the dresses [SEP] Children love that so much [SEP] Look there are three little dresses with the doll aren't they cute,0,0,0.6,0,0,children love much
196,Person-4,neutral,['child'],62,The child believes in Santa Claus absolutely,2,71.0,I'll tell Clarisse that Santa Claus sewed it himself,And half an hour later Mrs Jones and Mrs Brown were so busy stitching dolls clothes that they could not hear the roaring of the little train up and down the dining table and had no idea what the four children were doing,I'll tell Clarisse that Santa Claus sewed it himself [SEP] The child believes in Santa Claus absolutely [SEP] And half an hour later Mrs Jones and Mrs Brown were so busy stitching dolls clothes that they could not hear the roaring of the little train up and down the dining table and had no idea what the four children were doing,1,0,0.0,1,0,child believ santa clau absolut
196,Person-4,neutral,['child'],63,And half an hour later Mrs Jones and Mrs Brown were so busy stitching dolls clothes that they could not hear the roaring of the little train up and down the dining table and had no idea what the four children were doing,2,71.0,The child believes in Santa Claus absolutely,Nor did the children miss their mothers,The child believes in Santa Claus absolutely [SEP] And half an hour later Mrs Jones and Mrs Brown were so busy stitching dolls clothes that they could not hear the roaring of the little train up and down the dining table and had no idea what the four children were doing [SEP] Nor did the children miss their mothers,0,0,0.0,0,0,half hour later mr jone mr brown busi stitch doll cloth could hear roar littl train dine tabl idea four children
196,Person-4,neutral,['child'],64,Nor did the children miss their mothers,2,71.0,And half an hour later Mrs Jones and Mrs Brown were so busy stitching dolls clothes that they could not hear the roaring of the little train up and down the dining table and had no idea what the four children were doing,Dandy aren't they,And half an hour later Mrs Jones and Mrs Brown were so busy stitching dolls clothes that they could not hear the roaring of the little train up and down the dining table and had no idea what the four children were doing [SEP] Nor did the children miss their mothers [SEP] Dandy aren't they,0,0,-0.4,0,0,children miss mother
196,Person-5,neutral,['boy'],5,What are you giving to your boy for Christmas,2,72.0,The others had gone upstairs,asked Brown,The others had gone upstairs [SEP] What are you giving to your boy for Christmas [SEP] asked Brown,1,0,0.0,0,0,give boy christma
196,Person-5,neutral,['boy'],112,There was a beautiful whisky decanter with silver filigree outside and whiskey inside for Jones and for the little boy a big nickel-plated Jew's harp,2,72.0,But upstairs away upstairs in a sitting-room of his own Grandfather Jones was looking with an affectionate eye at the presents that stood beside him,Later on far in the night the person or the influence or whatever it is called Santa Claus took all the presents and placed them in the people's stockings,But upstairs away upstairs in a sitting-room of his own Grandfather Jones was looking with an affectionate eye at the presents that stood beside him [SEP] There was a beautiful whisky decanter with silver filigree outside and whiskey inside for Jones and for the little boy a big nickel-plated Jew's harp [SEP] Later on far in the night the person or the influence or whatever it is called Santa Claus took all the presents and placed them in the people's stockings,0,0,0.8,0,0,beauti whiski decant silver filigre outsid whiskey insid jone littl boy big nickel plate jew harp
