storyID,story,sentenceID,sentence,kepedulian,menyakiti,keadilan,kecurangan,loyalitas,pengkhianatan,otoritas,pembangkangan,kesucian,kemerosotan,kebebasan,penindasan,kepedulian_prob,menyakiti_prob,keadilan_prob,kecurangan_prob,loyalitas_prob,pengkhianatan_prob,otoritas_prob,pembangkangan_prob,kesucian_prob,kemerosotan_prob,kebebasan_prob,penindasan_prob,positive_label_count,max_confidence
4,Sampuraga Si Anak Durhaka,54,"Ibu Sampuraga meneruskan hidupnya dengan mencari kayu bakar, untuk bisa menghidupi dirinya, tapi kerinduannya kepada Sampuraga yang semakin hari semakin tak tertahankan membuatnya sering sakit-sakitan.",1,0,0,0,0,0,0,0,0,0,0,0,0.996209979057312,4.3148680560989305e-05,0.00020580714044626802,3.706151983351447e-05,0.00011386335245333612,0.000105071667348966,0.00025892903795465827,6.157808820717037e-05,0.0008656518184579909,8.4652507212013e-05,0.0002059088001260534,0.00047153880586847663,1,0.996209979057312
4,Sampuraga Si Anak Durhaka,103,Bentuk itu di percaya jelmaan dari upacara pernikahan Sampuraga yang terkena kutukan.,0,0,0,0,0,0,1,0,0,0,0,0,0.0001355253189103678,5.0573289627209306e-05,0.00016559135110583156,3.628715785453096e-05,0.00011501363042043522,9.531924297334626e-05,0.9949433207511902,6.117553130025044e-05,0.003995005507022142,8.031813194975257e-05,0.00021163378551136702,0.00045966156176291406,1,0.9949433207511902
5,Si Buyung Besar,49,Minyak kelapanya ambillah untuk kalian.,0,0,0,0,0,0,0,0,1,0,0,0,0.0001390249381074682,4.989848821423948e-05,0.00015545880887657404,3.99293567170389e-05,0.00010987403948092833,9.363520075567067e-05,0.0002068541361950338,6.0417205531848595e-05,0.9979696869850159,8.319696644321084e-05,0.00021143954654689878,0.0004518507048487663,1,0.9979696869850159
5,Si Buyung Besar,50,"Sabut-sabut dan tempurungnya isikanlah kembali ke dalam kapal hamba,"" katanya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00014374632155522704,4.518933565123007e-05,0.0001701664732536301,4.559714943752624e-05,0.00010797745198942721,9.506879723630846e-05,0.0005325744277797639,5.791626244899817e-05,0.9974028468132019,0.00015752666513435543,0.00020300806500017643,0.00046596641186624765,1,0.9974028468132019
5,Si Buyung Besar,106,"Dengan seizin orang tuanya, Buyung Besar pergi ke tempat Datuk Penghulu.",0,0,0,0,0,0,1,0,0,0,0,0,0.0001375454739900306,5.1810169679811224e-05,0.00015752619947306812,3.571757406461984e-05,0.00010955078323604539,0.00010546868725214154,0.9651684165000916,6.469675281550735e-05,0.0001904875971376896,8.212887041736394e-05,0.0002058928948827088,0.00047183645074255764,1,0.9651684165000916
5,Si Buyung Besar,158,Buyung Besar memerintahkan agar cahaya itu dituju terus.,0,0,0,0,0,0,1,0,0,0,0,0,0.00012357236118987203,4.7394863941008225e-05,0.00016032400890253484,3.538458622642793e-05,0.00010773411486297846,9.290624439017847e-05,0.9862037897109985,5.663818956236355e-05,0.0006377489771693945,8.260476897703484e-05,0.00021127187937963754,0.0004673296061810106,1,0.9862037897109985
5,Si Buyung Besar,168,Demikianlah kapal emas itu penuh dengan barang-barang diikatkan pada buritan kapalnya dan tak seorang pun yang boleh menungguinya.,0,0,0,0,0,0,1,0,0,0,1,0,0.00012921099551022053,4.388988236314617e-05,0.00017634802497923374,3.922330870409496e-05,0.0001140534077421762,9.386085002915934e-05,0.999128520488739,5.6396307627437636e-05,0.00024792994372546673,0.00010696944809751585,0.9672651290893555,0.00045253042480908334,2,0.999128520488739
5,Si Buyung Besar,198,Raja Lautan memerintahkan agar si Buyung Besar datang menghadap.,0,0,0,0,0,0,1,0,0,0,0,0,0.00012265528494026512,4.941274528391659e-05,0.00016922217037063092,3.5504577681422234e-05,0.00010793462570291013,9.552807750878856e-05,0.9935426712036133,5.695786603610031e-05,0.0003018593415617943,8.413191244471818e-05,0.00021181022748351097,0.0004724422178696841,1,0.9935426712036133
5,Si Buyung Besar,204,"""Kalau begitu, istirahatlah dulu agar kukumpulkan rakyat untuk menanyakan siapa yang telah mendapat kapakmu itu"".",0,0,1,0,0,0,0,0,0,0,0,0,0.00012706824054475874,4.139504017075524e-05,0.8835893273353577,3.871707303915173e-05,0.00010746734187705442,9.354006760986522e-05,0.009947340004146099,5.6133394537027925e-05,0.005168059375137091,9.677631896920502e-05,0.00021424287115223706,0.0004704033781308681,1,0.8835893273353577
5,Si Buyung Besar,208,"Tak ""Sungguh heran, tak seorang pun rakyat kita yang mendapatkan kapak orang dunia itu, kasihan.""",0,0,1,0,0,0,0,0,0,0,0,0,0.00012654514284804463,4.520717993727885e-05,0.8745130300521851,3.7135989259695634e-05,0.00010759766882983968,9.079598385142162e-05,0.00025631708558648825,5.712431448046118e-05,0.001099654589779675,9.112959378398955e-05,0.000206467550015077,0.00047471761354245245,1,0.8745130300521851
5,Si Buyung Besar,218,"Baginya tidak ada pilihan lain selain memenuhi permintaan tuan puteri, karena ia sendiri telah menjanjikan untuk meberikan segala apa yang ada padanya.",0,0,0,0,0,0,1,0,0,0,0,0,0.00013104155368637294,4.675512172980234e-05,0.00016009974933695048,3.721885150298476e-05,0.00011585160245886073,0.0001228973997058347,0.9691537022590637,5.953177242190577e-05,0.0007765135378576815,8.053841156652197e-05,0.00021815385844092816,0.00045360971125774086,1,0.9691537022590637
5,Si Buyung Besar,227,"Karena itu anakku cincin ini dapat memberimu makan bila kau kehendaki dan kemenyan ini bakarkah agar engkau terhindar dari bahaya,"" katanya.",1,0,0,0,0,0,0,0,0,0,0,0,0.8849587440490723,4.1606457671150565e-05,0.00016210622561629862,3.906629717675969e-05,0.00011253041157033294,9.922140452545136e-05,0.0021075098775327206,6.198472692631185e-05,0.21628594398498535,9.22229592106305e-05,0.00021049374481663108,0.0004637251840904355,1,0.8849587440490723
5,Si Buyung Besar,259,"""Sebelum pembagian yang kau usulkan itu, bolehkah aku mengetahui isi peti emas itu?""",0,0,0,0,0,0,1,0,0,0,0,0,0.00015856347454246134,4.340757732279599e-05,0.0001615821529412642,4.215360604575835e-05,0.00010920388740487397,9.93639841908589e-05,0.9906159043312073,5.675648935721256e-05,0.0006062051397748291,8.729339606361464e-05,0.00021202358766458929,0.00046402084990404546,1,0.9906159043312073
5,Si Buyung Besar,272,"Sesampai di istana, Datuk memerintahkan agar mempersiapkan kamar untuk puteri Raja Lautan.",0,0,0,0,0,0,1,0,0,0,0,0,0.00014350911078508943,5.199875886319205e-05,0.0001639507827349007,3.609326449804939e-05,0.00011247514339629561,9.528372174827382e-05,0.9316660165786743,5.591947046923451e-05,0.0003483813488855958,8.106970199150965e-05,0.00020425532420631498,0.00046979577746242285,1,0.9316660165786743
6,Jibau Malang,27,"Katakanlah kepada bunda bagaimana harus diperbuat.""",0,0,0,0,0,0,0,0,1,0,0,0,0.00014280746108852327,4.76163077109959e-05,0.00015566202637273818,3.5788903915090486e-05,0.00010885829397011548,9.251618757843971e-05,0.0002903626300394535,6.084594133426435e-05,0.9914402961730957,8.488839375786483e-05,0.0002175999979954213,0.0004633611242752522,1,0.9914402961730957
6,Jibau Malang,32,"""Kalau demikian maksud anakanda, baiklah, tetapi berhati-hatilah dalam segala hal yang akan dihadapi,"" kata bundanya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00020184132154099643,4.511544466367923e-05,0.00016378484724555165,3.85617240681313e-05,0.00010976440535159782,9.374527871841565e-05,0.0011067314771935344,7.082543743308634e-05,0.998267412185669,8.387462003156543e-05,0.00021288673451635987,0.0004665949381887913,1,0.998267412185669
6,Jibau Malang,36,"""Baiklah adik Nogong, dengarkanlah pesanku ini!",0,0,0,0,0,0,0,0,1,0,0,0,0.0001377909502480179,4.835943036596291e-05,0.00017272960394620895,3.720316453836858e-05,0.00010844717326108366,9.24790438148193e-05,0.00024190185649786144,5.8699431974673644e-05,0.9992545247077942,8.094925578916445e-05,0.00021193102293182164,0.0004804172203876078,1,0.9992545247077942
6,Jibau Malang,38,"""Baiklah kakanda Jibau, akan kuingat dan kupegang teguh pesan kakanda itu,"" jawab adiknya.",0,0,0,0,0,0,1,0,0,0,0,0,0.00015872290532570332,4.523391544353217e-05,0.0001575858477735892,3.613693479564972e-05,0.0001164596906164661,9.311289613833651e-05,0.9869316220283508,5.9256330132484436e-05,0.0002381737867835909,8.272371633211151e-05,0.0002016051294049248,0.00046900290180929005,1,0.9869316220283508
6,Jibau Malang,51,"""Ya, bunda, adapun anak muda yang datang itu adalah kanda Jibau,"" jawab Siti Ensah.",0,0,0,0,0,0,0,0,1,0,0,0,0.0001433037396054715,5.022479308536276e-05,0.00015697471098974347,3.779513281187974e-05,0.00011167033517267555,9.86128143267706e-05,0.00044061234802939,5.7101002312265337e-05,0.9820998907089233,8.988765330286697e-05,0.00020950559701304883,0.0004649641632568091,1,0.9820998907089233
6,Jibau Malang,57,"Mendengar jawaban itu, Selamat Panjang Gombak pun berlari-larilah mengabarkannya kepada Siti Ensah dan bundanya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00015050481306388974,4.734440881293267e-05,0.00015202070062514395,3.642997035058215e-05,0.00010665837908163667,9.461497393203899e-05,0.0002921397390309721,5.652531035593711e-05,0.9656205177307129,7.975404878379777e-05,0.00020693543774541467,0.0004813571576960385,1,0.9656205177307129
6,Jibau Malang,60,"Sampai di halaman rumah, bundanya dan Siti Ensah menyongsong kemuka pintu mempersilakan si Jibau masuk ke rumah.",0,0,0,0,0,0,1,0,0,0,0,0,0.0001248060871148482,4.746733247884549e-05,0.00015970179811120033,3.623645898187533e-05,0.00011906216968782246,9.089127706829458e-05,0.6714143753051758,5.733004945795983e-05,0.9222224950790405,9.329544991487637e-05,0.00021314651530701667,0.00047516057384200394,1,0.9222224950790405
6,Jibau Malang,61,"Sesudah di rumah, si JIbau dipersilakan duduk di atas tikar ambal berbunga yang telah dibentangkan, sementara Siti Ensah menyuguhkan tepak sirih cerana sebagai penghormatan memakan sirih tersebut dilihatnya pinang masih bulat-bulat dan sirih cari-cemarik.",0,0,0,0,0,0,1,0,0,0,0,0,0.00013670862244907767,4.533695391728543e-05,0.00018610808183439076,3.8421614590333775e-05,0.00013199818204157054,0.00011484201968414709,0.9901774525642395,6.586809467989951e-05,0.0007870597182773054,0.0002289622789248824,0.00020811869762837887,0.00047202000860124826,1,0.9901774525642395
6,Jibau Malang,82,"Melihat keadaan itu, hati bunda Siti Ensah berdebar-debar, ingin segera tahu apa yang ditenungnya itu,"" lebih-lebih lagi Siti Ensah.",0,0,0,0,0,0,0,0,1,0,0,0,0.0001312347303610295,4.322754830354825e-05,0.00016009624232538044,3.642444789875299e-05,0.00010692161595216021,0.0001150270109064877,0.01168065145611763,5.848714863532223e-05,0.9887203574180603,8.587371848989278e-05,0.00020439950458239764,0.00047752258251421154,1,0.9887203574180603
6,Jibau Malang,87,"""Bagaiamanakah ini anakanda Jibau, tolonglah segera obatkan (tawarkan) agar adikmu lekas sadsr,"" katanya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00016477014287374914,3.9915990782901645e-05,0.0001568960287841037,3.99120690417476e-05,0.00010923075751634315,9.451289952266961e-05,0.0002943360013887286,6.166142702568322e-05,0.9838114380836487,9.389789920533076e-05,0.00020554219372570515,0.0004700752906501293,1,0.9838114380836487
6,Jibau Malang,91,"Melihat Siti Ensah telah tenang, Jibau pun mohon diri untuk pulang ke kampungnya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00013537741324398667,5.170124495634809e-05,0.00016392454563174397,3.5521614336175844e-05,0.0001109875229303725,9.182500798488036e-05,0.000847511226311326,5.744295413023792e-05,0.9938607215881348,7.906751852715388e-05,0.0001981656823772937,0.0004754469555336982,1,0.9938607215881348
6,Jibau Malang,92,Disalaminya bunda Siti Ensah dan Siti Ensah menyalami si Jibau pula.,0,0,0,0,0,0,0,0,1,0,0,0,0.0001421052002115175,5.560021600103937e-05,0.00016061899077612907,3.601191929192282e-05,0.00010627623123582453,9.639758354751393e-05,0.0001872583234217018,6.258307257667184e-05,0.9968980550765991,8.101065031951293e-05,0.0002080357662634924,0.0004675093514379114,1,0.9968980550765991
6,Jibau Malang,101,"Sesampai di hulu sungai dekat rumah Siti Ensah, Datuk Orang Kaya Muda pun memerintahkan kepada pengawal- pengawalnya agar membunyikan meriamnya sebanyak tujuh kali dentuman.",0,0,0,0,0,0,1,0,0,0,0,0,0.00013221119297668338,4.562920730677433e-05,0.00017346969980280846,3.921006646123715e-05,0.00011254951095907018,0.00012245534162502736,0.8799836039543152,6.506873614853248e-05,0.00022837425058241934,8.24234084575437e-05,0.00019930375856347382,0.0004580814274959266,1,0.8799836039543152
6,Jibau Malang,128,"Nah, sekarang bebaskan Siti Ensah dan bundanya segera,"" katanya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00015056051779538393,4.688348781201057e-05,0.00015724259719718248,3.535867654136382e-05,0.00010514102905290201,9.01087187230587e-05,0.0004310326185077429,5.740291817346588e-05,0.9935898780822754,8.083972352324054e-05,0.00020092714112251997,0.00047639600234106183,1,0.9935898780822754
6,Jibau Malang,159,"Pertarungan satu lawan banyak pun terjadilah, hingga si Jibau dan Siti Ensah dapat ditangkap lalu diikat.",0,0,0,0,0,0,0,0,0,0,1,0,0.0001450105191906914,4.1721526940818876e-05,0.00016357572167180479,3.7023793993284926e-05,0.00010483527148608118,9.606897219782695e-05,0.0011296865995973349,5.7072746130870655e-05,0.00032795302104204893,8.26267569209449e-05,0.9642248749732971,0.00046960817417129874,1,0.9642248749732971
6,Jibau Malang,162,"Nasib si Jibau sungguh malang nampaknya, karena siapa saja yang hendak naik ke istana harus menggesekkan kaki dulu ke kekapala si Jibau narulah naik ke istana.",0,0,0,0,0,0,1,0,0,0,0,0,0.00012877692643087357,4.472553700907156e-05,0.00016121557564474642,4.003787034889683e-05,0.00011036326759494841,0.00011419118527555838,0.9941378831863403,5.851527021150105e-05,0.00040564723894931376,0.00035285198828205466,0.00020554002549033612,0.0004699870478361845,1,0.9941378831863403
6,Jibau Malang,182,"""Kanda uruslah Siti Ensah,"" katanya, lalu melompat ke halaman berhadapan dengan Orang Kaya Muda.",0,0,0,0,0,0,0,0,1,0,0,0,0.0001426743547199294,4.496606197790243e-05,0.00016089860582724214,3.6476238165050745e-05,0.00010865150397876278,9.333006164524704e-05,0.00033980078296735883,5.732338468078524e-05,0.970064640045166,9.142954513663426e-05,0.00020449676958378404,0.0004758876748383045,1,0.970064640045166
6,Jibau Malang,187,"Pisau itu dicabutnya, lalu ditikamkannya kepada si Nogong.",0,0,0,0,0,0,1,0,0,0,0,0,0.00015859097766224295,5.0626080337679014e-05,0.0001519074139650911,3.650098369689658e-05,0.0001079251742339693,9.479342406848446e-05,0.9359474778175354,6.489597581094131e-05,0.0005953928921371698,8.196901762858033e-05,0.0002237299340777099,0.0004691290087066591,1,0.9359474778175354
8,Partiga Tiga Sipunjung Dan Anggaranim,9,Tidak berapa lama kemudian Partigatiga Sipunjung kawin dengan seorang perempuan dari marga Saragih yang termasuk berkuasa di kampung itu.,0,0,0,0,0,0,1,0,0,0,0,0,0.00013727921759709716,4.996134521206841e-05,0.00017606829351279885,3.642118099378422e-05,0.00011591934162424877,9.811325435293838e-05,0.9451844096183777,6.245358235901222e-05,0.00023758431780152023,8.071024785749614e-05,0.0002145039034076035,0.0004726376791950315,1,0.9451844096183777
8,Partiga Tiga Sipunjung Dan Anggaranim,39,Namun permohonannya sia-sia belaka.,0,0,0,0,0,0,0,0,1,0,0,0,0.0001496981712989509,5.02608236274682e-05,0.00015691322914790362,3.626176476245746e-05,0.00011027638538507745,0.00010010322876041755,0.029066134244203568,6.375711382133886e-05,0.9624455571174622,8.160043944371864e-05,0.0002113820955855772,0.0004605920403264463,1,0.9624455571174622
8,Partiga Tiga Sipunjung Dan Anggaranim,42,"Siang malam ia tinggal dekat mata air itu, seolah-oleh menantikan suatu mukjizat yang akan mengembalikan kecantikannya.",0,0,0,0,0,0,0,0,1,0,0,0,0.00013040979683864862,4.406988591654226e-05,0.0001517096534371376,3.733466655830853e-05,0.00014184850442688912,9.316946670878679e-05,0.006803103722631931,5.764956586062908e-05,0.9935997724533081,7.933660526759923e-05,0.00020893906184937805,0.00046732983901165426,1,0.9935997724533081
8,Partiga Tiga Sipunjung Dan Anggaranim,78,"A,puni dosaku....Dosamu sendiri akan tetap tidak terhapus.",0,0,0,0,0,0,0,0,1,0,0,0,0.00015658469055779278,4.705888932221569e-05,0.00016878338647074997,3.4885717468569055e-05,0.00010902980284299701,8.972493378678337e-05,0.0013780678855255246,6.037769708200358e-05,0.9966031312942505,8.177985000656918e-05,0.00020435643091332167,0.00046972258132882416,1,0.9966031312942505
8,Partiga Tiga Sipunjung Dan Anggaranim,90,menurut dugaan mereka yang terbesar diantaranya pastilah Nan Sorma.,0,0,0,0,0,0,0,0,1,0,0,0,0.00018475655815564096,5.336589310900308e-05,0.00017500913236290216,4.277181506040506e-05,0.00011085329606430605,9.600570047041401e-05,0.0005296219023875892,6.0948899772483855e-05,0.998372495174408,8.315333252539858e-05,0.00021318226936273277,0.00046402151929214597,1,0.998372495174408
9,Cerita Raja Narasaon,16,"Alangkah memalukan bila Narasaon meminang ""Boru Tulangnya"" dan ditolak karena penyakit kulitnya!",0,0,0,0,0,0,1,0,0,0,0,0,0.00016199499077629298,5.5154188885353506e-05,0.00016156426863744855,3.648632991826162e-05,0.00011606069165281951,9.45794308790937e-05,0.9891680479049683,5.8799203543458134e-05,0.0002787026751320809,8.333449659403414e-05,0.00021087119239382446,0.00045567305642180145,1,0.9891680479049683
9,Cerita Raja Narasaon,31,"Ia diikat, dimasukkan ke dalam sebuah peti yang dikunci rapat, lalu dibawa keluar rumah.",0,0,0,0,0,0,0,0,0,0,1,0,0.00015710591105744243,4.7108056605793536e-05,0.00016665896691847593,3.703332913573831e-05,0.00011436684872023761,9.76337178144604e-05,0.000300526968203485,5.686527583748102e-05,0.00015136807633098215,8.899431850295514e-05,0.975288450717926,0.0004634640063159168,1,0.975288450717926
9,Cerita Raja Narasaon,36,Aku bermohon kepada-Nya semoga ia melimpahkan kasih-Nya kepadamu.,0,0,0,0,0,0,0,0,1,0,0,0,0.00016310722276102751,4.9927526561077684e-05,0.00016920587222557515,3.5994340578326955e-05,0.00011129389895359054,9.448900527786463e-05,0.000537725689355284,6.195984315127134e-05,0.9975622892379761,8.088961476460099e-05,0.00021149578969925642,0.00046265320270322263,1,0.9975622892379761
9,Cerita Raja Narasaon,47,Kesdihan dan penyesalan akan menyeretku ke kubur.,0,0,0,0,0,0,0,0,1,0,0,0,0.00013976075570099056,4.5949149352964014e-05,0.00015881526633165777,3.523870327626355e-05,0.00011219098087167367,9.202880755765364e-05,0.00016414475976489484,6.124592619016767e-05,0.9820386171340942,8.171109948307276e-05,0.00021490022481884807,0.00046980316983535886,1,0.9820386171340942
9,Cerita Raja Narasaon,66,"Engkau sudah sehat dan kuat kembali, sehingga selesailah tugas kami.",0,0,0,0,0,0,0,0,1,0,0,0,0.00013636413495987654,4.449937478057109e-05,0.00017500111425761133,3.512583862175234e-05,0.0001095313491532579,9.499739098828286e-05,0.00024286624102387577,6.142643542261794e-05,0.9971439242362976,8.586602052673697e-05,0.00020688334188889712,0.00047799141611903906,1,0.9971439242362976
9,Cerita Raja Narasaon,79,Narasaon menjadi manusia yang normal kembali.,0,0,0,0,0,0,0,0,1,0,0,0,0.0001326264755334705,4.714005990535952e-05,0.0001580246171215549,3.506583016132936e-05,0.00010968332207994536,9.39666060730815e-05,0.0001728630595607683,6.025977563695051e-05,0.9961572289466858,8.359849744010717e-05,0.00021188920072745532,0.00046468854998238385,1,0.9961572289466858
9,Cerita Raja Narasaon,94,"Sebelum tortor itu dimulai maka sesuai dengan kebiasaan, seseorang mengucapkan ajakan ""manortor"" yang bunyinya kira-kira sebagai berikut : ""Bunyikanlah gendang Narasaon yang dipuji-puji, Raja yang tidak dapat dibantah, ayang ayahnya Datu Pejel yang memarah sifatnya.""",0,0,0,0,0,0,1,0,0,0,0,0,0.00011963415454374626,4.876748062088154e-05,0.00017984047008212656,4.4361717300489545e-05,0.00010893419675994664,0.00010972798190778121,0.8894180059432983,6.859875429654494e-05,0.10417526960372925,8.593203529017046e-05,0.00020087792654521763,0.00044790407991968095,1,0.8894180059432983
9,Cerita Raja Narasaon,97,"Sesudah melakukan persembahan, kami sehat dan makmur.",0,0,1,0,0,0,0,0,0,0,0,0,0.00015014002565294504,4.5790144213242456e-05,0.9583219289779663,3.449452924542129e-05,0.00011465818533906713,9.254247561329976e-05,0.0001555695926072076,5.900636097067036e-05,0.008671771734952927,8.03385119070299e-05,0.0002117419644491747,0.0004779600421898067,1,0.9583219289779663
11,Datu Dalu dan Sang Maima,68,"Tali itu dibawa kedekat lubang tempat babi itu menghilang, dan sebuah ujungnya diikatkan pada batang kayu besar.",0,0,0,0,0,0,0,0,0,0,1,0,0.0001462537911720574,4.2011299228761345e-05,0.0001696032559266314,4.0569771954324096e-05,0.000114279733679723,0.00010580765956547111,0.003710646415129304,5.7973233197117224e-05,0.00019849058298859745,9.565787331666797e-05,0.9686134457588196,0.0004558989603538066,1,0.9686134457588196
11,Datu Dalu dan Sang Maima,78,"Bila bau manusia tercium oleh makhluk-makhluk dan roh-roh jahat itu, Sang Maima tentu langsung akan diterkam, dikoyak-koyak dan dilahap!",0,0,0,0,0,0,0,0,0,1,0,0,0.0001562357065267861,4.783193435287103e-05,0.00016719264385756105,4.1003724618349224e-05,0.00010881428170250729,0.00010016138548962772,0.00022940343478694558,6.330545875243843e-05,0.0016414974816143513,0.9742817878723145,0.00021014099183958024,0.000463217991637066,1,0.9742817878723145
11,Datu Dalu dan Sang Maima,137,"Untuk mengelabui setan-setan itu rokok daunnya yang masih menyala, diikatkannya pada ujung ekor seekor babi.",0,0,0,0,0,0,0,0,0,0,1,0,0.00013828111696057022,4.51746818725951e-05,0.00016427096852567047,3.780515544349328e-05,0.00011142036964884028,9.742670226842165e-05,0.0003224033280275762,6.414631934603676e-05,0.0002922408457379788,0.0001935092732310295,0.9616069197654724,0.0004521440714597702,1,0.9616069197654724
11,Datu Dalu dan Sang Maima,140,"Ini diikatkannya pada ekor babi yang lain, sehingga binatang itu terus mendengung.",0,0,0,0,0,0,0,0,0,0,1,0,0.0001361141912639141,4.5360913645708933e-05,0.00016820742166601121,3.6642719351220876e-05,0.00010976304474752396,9.316724754171446e-05,0.00019027957750950009,6.088894224376418e-05,0.0002692457346711308,0.00011196782725164667,0.9733089208602905,0.0004455134621821344,1,0.9733089208602905
11,Datu Dalu dan Sang Maima,145,Inilah siasat Sang Maima untuk mendahului pengejar-pengejarnya.,0,0,0,0,0,0,1,0,0,0,0,0,0.00015755370259284973,5.430847522802651e-05,0.0001987752184504643,3.9734033634886146e-05,0.00010855124855879694,0.0001296397385885939,0.9930520057678223,0.00011769565753638744,0.0007669832557439804,8.136027463478968e-05,0.0002057992824120447,0.000492363004013896,1,0.9930520057678223
