storyID,judul,sentenceID,sentence,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation,liberty,oppression
1,The Fable of the Man Who Didn't Care for Storybooks,33,Nothing happens until Page 150.,0,0,0,0,0,0,0,0,0,0,0,0
1,The Fable of the Man Who Didn't Care for Storybooks,34,Then John decides to sell the Cow.,0,0,0,0,0,0,0,0,0,0,0,0
1,The Fable of the Man Who Didn't Care for Storybooks,35,In the Final Chapter he sits on a Fence and Whittles.,0,0,0,0,0,0,0,0,0,0,0,0
1,The Fable of the Man Who Didn't Care for Storybooks,36,"True Story, but What's the Use?",0,0,0,0,0,0,0,0,0,0,0,0
1,The Fable of the Man Who Didn't Care for Storybooks,37,Why continue?,0,0,0,0,0,0,0,0,0,0,0,0
1,The Fable of the Man Who Didn't Care for Storybooks,38,The Dyspeptic said that when he wanted something really Fresh and Original in the Line of Fiction he read the Prospectus of a Mining Corporation.,0,0,0,0,0,0,0,0,0,0,0,0
1,The Fable of the Man Who Didn't Care for Storybooks,39,Moral: Only the more Rugged Mortals should attempt to Keep Up on Current Literature.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",1,A certain Preacher became wise to the Fact that he was not making a Hit with his Congregation.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",2,The Parishioners did not seem inclined to seek him out after Services and tell him he was a Pansy.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",3,He suspected that they were Rapping him on the Quiet.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",4,The Preacher knew there must be something wrong with his Talk.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",5,"He had been trying to Expound in a clear and straightforward Manner, omitting Foreign Quotations, setting up for illustration of his Points such Historical Characters as were familiar to his Hearers, putting the stubby Old English words ahead of the Latin, and rather flying low along the Intellectual Plane of the Aggregation that chipped in to pay his Salary.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",6,But the Pew-Holders were not tickled.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",7,"They could Understand everything he said, and they began to think he was Common.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",8,So he studied the Situation and decided that if he wanted to Win them and make everybody believe he was a Nobby and Boss Minister he would have to hand out a little Guff.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",9,He fixed it up Good and Plenty.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",10,"On the following Sunday Morning he got up in the Lookout and read a Text that didn't mean anything, read from either Direction, and then he sized up his Flock with a Dreamy Eye and said: ""We can not more adequately voice the Poetry and Mysticism of our Text than in those familiar Lines of the great Icelandic Poet, Ikon Navrojk:
 
  When the Preacher concluded this Extract from the Well-Known Icelandic Poet he paused and looked downward, breathing heavily through his Nose, like Camille in the Third Act.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",11,A Stout Woman in the Front Row put on her Eye-Glasses and leaned forward so as not to miss Anything.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",12,A Venerable Harness Dealer over at the Right nodded his Head solemnly.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",13,He seemed to recognize the Quotation.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",14,"Members of the Congregation glanced at one another as if to say: ""This is certainly Hot Stuff!""",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",15,"The Preacher wiped his Brow and said he had no Doubt that every one within the Sound of his Voice remembered what Quarolius had said, following the same Line of Thought.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",16,"It was Quarolius who disputed the Contention of the great Persian Theologian Ramtazuk, that the Soul in its reaching out after the Unknowable was guided by the Spiritual Genesis of Motive rather than by mere Impulse of Mentality.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",17,"The Preacher didn't know what all This meant, and he didn't care, but you can rest easy that the Pew-Holders were On in a minute.",1,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",18,He talked it off in just the Way that Cyrano talks when he gets Roxane so Dizzy that she nearly falls off the Piazza.,0,0,1,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",19,The Parishioners bit their Lower Lips and hungered for more First-Class Language.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",20,They had paid their Money for Tall Talk and were prepared to solve any and all styles of Delivery.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",21,They held on to the Cushions and seemed to be having a Nice Time.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",22,The Preacher quoted copiously from the Great Poet Amebius.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",23,"He recited 18 lines of Greek and then said: ""How true this is!""",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",24,And not a Parishioner batted an Eye.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",25,"It was Amebius whose Immortal Lines he recited in order to prove the Extreme Error of the Position assumed in the Controversy by the Famous Italian, Polenta.",0,0,0,0,0,0,1,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",26,"He had them Going, and there wasn't a Thing to it.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",27,When he would get tired of faking Philosophy he would quote from a Celebrated Poet of Ecuador or Tasmania or some other Seaport Town.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",28,"Compared with this Verse, all of which was of the same School as the Icelandic Masterpiece, the most obscure and clouded Passage in Robert Browning was like a Plate-Glass Front in a State Street Candy Store just after the Colored Boy gets through using the Chamois.",0,0,1,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",29,"After that he became Eloquent, and began to get rid of long Boston Words that hadn't been used before that Season.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",30,He grabbed a rhetorical Roman Candle in each Hand and you couldn't see him for the Sparks.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",31,After which he sank his Voice to a Whisper and talked about the Birds and the Flowers.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",32,"Then, although there was no Cue for him to Weep, he shed a few real Tears.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",33,And there wasn't a dry Glove in the church.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",34,After he sat down he could tell by the Scared Look of the People in Front that he had made a Ten-Strike.,0,1,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",35,Did they give him the Joyous Palm that Day?,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",36,Sure!,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",37,The Stout Lady could not control her Feelings when she told how much the Sermon had helped her.,1,0,0,0,0,0,0,0,0,0,0,1
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",38,The venerable Harness Dealer said he wished to indorse the Able and Scholarly Criticism of Polenta.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",39,"In fact, every one said the Sermon was Superfine and Dandy.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",40,The only thing that worried the Congregation was the Fear that if it wished to retain such a Whale it might have to boost his Salary.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",41,"In the Meantime the Preacher waited for some one to come and ask about Polenta, Amebius, Ramtazuk, Quarolius and the great Icelandic Poet, Navrojk.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",42,But no one had the Face to step up and confess his Ignorance of these Celebrities.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",43,The Pew-Holders didn't even admit among themselves that the Preacher had rung in some New Ones.,0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",44,"They stood Pat, and merely said it was an Elegant Sermon.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",45,"Perceiving that they would stand for Anything, the Preacher knew what to do after that.",0,0,0,0,0,0,0,0,0,0,0,0
2,"The Fable of the Preacher Who Flew His Kite, But Not Because He Wished to Do So",46,MORAL: Give the People what they Think they want.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,1,"A very attractive Débutante knew two Young Men, who called on her every Thursday Evening and brought their Mandolins along.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,2,"They were Conventional Young Men, of the Kind that you see wearing Spring Overcoats in the Clothing Advertisements.",1,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,3,"One was named Fred, and the other was Eustace.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,4,"The Mothers of the Neighborhood often remarked ""What Perfect Manners Fred and Eustace have!""",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,5,"Merely as an aside it may be added that Fred and Eustace were more Popular with the Mothers than they were with the Younger Set, although no one could say a Word against either of them.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,6,Only it was rumored in Keen Society that they didn't Belong.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,7,"The Fact that they went Calling in a Crowd, and took their Mandolins along, may give the Acute Reader some Idea of the Life that Fred and Eustace held out to the Young Women of their Acquaintance.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,8,The Débutante's name was Myrtle.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,9,"Her Parents were very Watchful, and did not encourage her to receive Callers, except such as were known to be Exemplary Young Men.",0,0,0,0,0,0,1,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,10,Fred and Eustace were a few of those who escaped the Black List.,0,0,0,0,0,0,0,0,0,0,1,0
3,The Fable of the Two Mandolin Players and His Willing Performer,11,"Myrtle always appeared to be glad to see them, and they regarded her as a Darned Swell Girl.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,12,"Fred's Cousin came from St. Paul on a Visit; and one Day, in the Street, he saw Myrtle, and noticed that Fred tipped his Hat, and gave her a Stage Smile.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,13,"""Oh, Queen of Sheba!""",0,0,0,0,0,0,1,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,14,"exclaimed the Cousin from St. Paul, whose name was Gus, as he stood stock still and watched Myrtle's Reversible Plaid disappear around a Corner. """,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,15,She's a Bird.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,16,"Do you know her well?""",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,17,"""I know her Quite Well,"" replied Fred, coldly. """,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,18,"She is a Charming Girl.""",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,19,"""She is all of that.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,20,You're a great Describer.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,21,"And now what Night are you going to take me around to Call on her?""",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,22,Fred very naturally Hemmed and Hawed.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,23,"It must be remembered that Myrtle was a member of an Excellent Family, and had been schooled in the Proprieties, and it was not to be supposed that she would crave the Society of slangy old Gus, who had an abounding Nerve, and furthermore was as Fresh as the Mountain Air.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,24,"He was the Kind of Fellow who would see a Girl twice, and then, upon meeting her the Third Time, he would go up and straighten her Cravat for her, and call her by her First Name.",1,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,25,"Put him into a Strange Company—en route to a Picnic—and by the time the Baskets were unpacked he would have a Blonde all to himself, and she would have traded her Fan for his College Pin.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,26,"If a Fair-Looker on the Street happened to glance at him Hard he would run up and seize her by the Hand, and convince her that they had Met.",0,0,1,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,27,"And he always Got Away with it, too.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,28,"In a Department Store, while awaiting for the Cash Boy to come back with the Change, he would find out the Girl's Name, her Favorite Flower, and where a Letter would reach her.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,29,"Upon entering a Parlor Car at St. Paul he would select a Chair next to the Most Promising One in Sight, and ask her if she cared to have the Shade lowered.",1,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,30,Before the Train cleared the Yards he would have the Porter bringing a Foot-Stool for the Lady.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,31,At Hastings he would be asking her if she wanted Something to Read.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,32,"At Red Wing he would be telling her that she resembled Maxine Elliott, and showing her his Watch, left to him by his Grandfather, a Prominent Virginian.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,33,"At La Crosse he would be reading the Menu Card to her, and telling her how different it is when you have Some One to join you in a Bite.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,34,"At Milwaukee he would go out and buy a Bouquet for her, and when they rode into Chicago they would be looking but of the same Window, and he would be arranging for her Baggage with the Transfer Man.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,35,After that they would be Old Friends.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,36,"Now, Fred and Eustace had been at School with Gus, and they had seen his Work, and they were not disposed to Introduce him into One of the most Exclusive Homes in the City.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,37,"They had known Myrtle for many Years; but they did not dare to Address her by her First Name, and they were Positive that if Gus attempted any of his usual Tactics with her she would be Offended; and, naturally enough, they would be Blamed for bringing him to the House.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,38,But Gus insisted.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,39,"He said he had seen Myrtle, and she Suited him from the Ground up, and he proposed to have Friendly Doings with her.",1,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,40,At last they told him they would take him if he promised to Behave.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,41,"Fred warned him that Myrtle would frown down any Attempt to be Familiar on Short Acquaintance, and Eustace said that as long as he had known Myrtle he had never Presumed to be Free and Forward with her.",0,0,0,0,0,0,0,0,0,0,1,0
3,The Fable of the Two Mandolin Players and His Willing Performer,42,He had simply played the Mandolin.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,43,That was as Far Along as he had ever got.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,44,Gus told them not to Worry about him.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,45,All he asked was a Start.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,46,"He said he was a Willing Performer, but as yet he never had been Disqualified for Crowding.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,47,"Fred and Eustace took this to mean that he would not Overplay his Attentions, so they escorted him to the House.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,48,"As soon as he had been Presented, Gus showed her where to sit on the Sofa, then he placed himself about Six Inches away and began to Buzz, looking her straight in the Eye.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,49,"He said that when he first saw her he Mistook her for Miss Prentice, who was said to be the Most Beautiful Girl in St. Paul, only, when he came closer, he saw that it couldn't be Miss Prentice, because Miss Prentice didn't have such Lovely Hair.",1,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,50,"Then he asked her the Month of her Birth and told her Fortune, thereby coming nearer to Holding her Hand within Eight Minutes than Eustace had come in a Lifetime.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,51,"""Play something, Boys,"" he Ordered, just as if he had paid them Money to come along and make Music for him.",0,0,1,0,0,0,1,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,52,They unlimbered their Mandolins and began to play a Sousa March.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,53,He asked Myrtle if she had seen the New Moon.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,54,"She replied that she had not, so they went Outside.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,55,"When Fred and Eustace finished the first Piece, Gus appeared at the open Window, and asked them to play ""The Georgia Camp-Meeting,"" which had always been one of his Favorites.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,56,"So they played that, and when they had Concluded there came a Voice from the Outer Darkness, and it was the Voice of Myrtle.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,57,"She said: ""I'll tell you what to Play; play the Intermezzo.""",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,58,Fred and Eustace exchanged Glances.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,59,They began to Perceive that they had been backed into a Siding.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,60,"With a few Potted Palms in front of them, and two Cards from the Union, they would have been just the same as a Hired Orchestra.",0,0,1,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,61,But they played the Intermezzo and felt Peevish.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,62,Then they went to the Window and looked out.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,63,"Gus and Myrtle were sitting in the Hammock, which had quite a Pitch toward the Center.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,64,Gus had braced himself by Holding to the back of the Hammock.,0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,65,"He did not have his Arm around Myrtle, but he had it Extended in a Line parallel with her Back.",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,66,"What he had done wouldn't Justify a Girl in saying, ""Sir!""",0,0,0,0,0,0,0,0,0,0,0,0
3,The Fable of the Two Mandolin Players and His Willing Performer,67,but it started a Real Scandal with Fred and Eustace.,0,0,0,0,0,0,0,0,0,0,0,0
